loan_default_proba,actual_label,label
0.20285394333872156,0,No Default
0.005398079841524976,0,No Default
0.011802965928197602,0,No Default
0.042816302520820165,1,Default
0.12506844735222233,0,No Default
0.013852261038455204,0,No Default
0.0719178712248629,0,No Default
0.05178935410195115,0,No Default
0.038842294871757846,0,No Default
0.15521771833627104,0,No Default
0.026064874277292392,0,No Default
0.005823697757500259,0,No Default
0.0020897039018128354,0,No Default
0.1971134630666466,0,No Default
0.019636688082673305,0,No Default
0.042116444839026365,0,No Default
0.015516284371543412,0,No Default
0.025004455400024307,1,Default
0.022568615093647732,0,No Default
0.019839990899906127,0,No Default
0.054092166685468075,0,No Default
0.020242619580585357,0,No Default
0.02528767770596628,0,No Default
0.024555094855534594,0,No Default
0.03313702975399239,0,No Default
0.015147094298686195,0,No Default
0.019157357798424444,0,No Default
0.11138113808997788,0,No Default
0.12032727047736312,1,Default
0.031024620621146106,0,No Default
0.038147278552814544,0,No Default
0.0773046319915659,0,No Default
0.01644455115139396,0,No Default
0.015834826036511544,0,No Default
0.01783785588982566,0,No Default
0.011134607379119435,0,No Default
0.15352724424783237,0,No Default
0.07255971876032748,0,No Default
0.03592609577274927,0,No Default
0.0774073693369515,0,No Default
0.011329093964195833,0,No Default
0.02617019564660849,0,No Default
0.2124111389983794,0,No Default
0.029327743962064345,0,No Default
0.010785897593852824,0,No Default
0.1878666579810301,0,No Default
0.027666674574212256,0,No Default
0.052579120919956666,0,No Default
0.22510363006815792,0,No Default
0.11580900928043172,0,No Default
0.0742930116154892,0,No Default
0.01380197842557358,0,No Default
0.08094743677378985,0,No Default
0.07099652406380878,0,No Default
0.008563318750518585,0,No Default
0.04525118783022931,0,No Default
0.20109018286400757,0,No Default
0.016460624937130353,0,No Default
0.0194988940792883,0,No Default
0.0171666061164998,0,No Default
0.05622487381333897,0,No Default
0.05207003411610071,0,No Default
0.03812089951586838,0,No Default
0.2549312902847838,0,No Default
0.06012618983106995,0,No Default
0.011391401367316463,1,Default
0.2995300754860673,0,No Default
0.013017180764419697,0,No Default
0.07779203509924018,1,Default
0.07062200229805757,0,No Default
0.013442377916840506,0,No Default
0.026333157537970803,0,No Default
0.06392071186835463,0,No Default
0.05272870520928435,0,No Default
0.06783519391368811,1,Default
0.05474656470632713,0,No Default
0.003969384702660337,0,No Default
0.40849042016205694,0,No Default
0.08066361334162098,0,No Default
0.6084775553311752,1,Default
0.037252537097467106,0,No Default
0.04200603229163325,0,No Default
0.002510799135467007,0,No Default
0.027861171702759265,0,No Default
0.0017494436790619213,0,No Default
0.1405515702947752,0,No Default
0.1628905649732317,0,No Default
0.06213765428817061,0,No Default
0.011011834014061604,0,No Default
0.0029419620577030773,0,No Default
0.00731093284305084,0,No Default
0.0021736365338291025,0,No Default
0.024238742429772645,0,No Default
0.04037905286835844,0,No Default
0.012567903784316485,0,No Default
0.028278465494384047,0,No Default
0.1902612783969393,0,No Default
0.0017048511129907496,0,No Default
0.03679232822125362,0,No Default
0.08902618771572719,0,No Default
0.03549964821837963,0,No Default
0.08369260933898072,0,No Default
0.012903753600037857,0,No Default
0.00814028789457261,0,No Default
0.062316918034352166,0,No Default
0.11261828186185706,0,No Default
0.008905626938151624,0,No Default
0.18126466168019895,0,No Default
0.3857447646312199,0,No Default
0.012451483094957768,0,No Default
0.007228152904589812,0,No Default
0.028851137322252116,0,No Default
0.045702581135419584,0,No Default
0.02128838429162374,0,No Default
0.024707356127188353,0,No Default
0.07699511674311842,0,No Default
0.08436059052165654,1,Default
0.0039253694928460345,0,No Default
0.0025083103119876065,0,No Default
0.014359378955572415,0,No Default
0.021881780711209275,0,No Default
0.2079577497802134,1,Default
0.011128156636187105,0,No Default
0.03333348612855763,0,No Default
0.002866530389186787,0,No Default
0.010394499748722573,0,No Default
0.062305475874671334,0,No Default
0.573759991025415,1,Default
0.19627201131102517,0,No Default
0.011727442418681747,0,No Default
0.04838428460507999,0,No Default
0.02560395845648821,0,No Default
0.03416355851229099,0,No Default
0.16987633754646736,0,No Default
0.20971800837201418,0,No Default
0.08240692868600903,0,No Default
0.16911388579160264,0,No Default
0.06755139666893759,0,No Default
0.309633340921397,1,Default
0.024114783952804194,0,No Default
0.01822722290137462,0,No Default
0.07302901130746847,0,No Default
0.1097494756241027,0,No Default
0.006180124437617318,0,No Default
0.06820268329834575,1,Default
0.023187164133186736,0,No Default
0.007336936661104151,0,No Default
0.013191395271159393,0,No Default
0.08838476797111801,0,No Default
0.06930728334809304,0,No Default
0.19788971360745858,0,No Default
0.0890240376330885,0,No Default
0.059077495307535505,1,Default
0.16875950936273126,0,No Default
0.0050767214270749875,0,No Default
0.16503375078700347,1,Default
0.058426372440190985,0,No Default
0.029631018006232402,0,No Default
0.0760603257075136,0,No Default
0.00578670653292227,0,No Default
0.00708951481969668,0,No Default
0.11453689336979969,0,No Default
0.02390502669142491,0,No Default
0.014688087593445125,0,No Default
0.06909409387939736,1,Default
0.00541243567826118,0,No Default
0.04560070437614663,0,No Default
0.043565421028297184,0,No Default
0.025028902645025306,0,No Default
0.12906606475247842,0,No Default
0.07902273293959183,0,No Default
0.3904801928103608,0,No Default
0.04139721424572423,0,No Default
0.011136616745919772,0,No Default
0.07009561826768053,0,No Default
0.19183432980765688,0,No Default
0.0016191417802777232,0,No Default
0.011076894211616608,0,No Default
0.03989653919748934,0,No Default
0.042697451324673244,0,No Default
0.07509595776931527,1,Default
0.014730305292201998,0,No Default
0.10372696677356341,0,No Default
0.022942894461808427,0,No Default
0.027589674170834327,0,No Default
0.008797478699037084,0,No Default
0.09076663194068309,1,Default
0.0288006307732777,0,No Default
0.019913201944220537,0,No Default
0.02362880832631052,0,No Default
0.040342695126349803,0,No Default
0.023472694171036746,0,No Default
0.01962527402598771,0,No Default
0.01743445403290916,0,No Default
0.00337314849288553,1,Default
0.01577633157508713,0,No Default
0.08174977948956434,0,No Default
0.29562953371052947,0,No Default
0.04772448520181992,0,No Default
0.14286956400124623,0,No Default
0.019962264288486856,0,No Default
0.10891026127837604,0,No Default
0.012949982735410544,0,No Default
0.05134917371694355,0,No Default
0.050547738169301165,0,No Default
0.0884320162383992,0,No Default
0.006015884453598431,0,No Default
0.006483574226531727,0,No Default
0.16558704173538097,0,No Default
0.010551869374636222,0,No Default
0.11355411483075448,1,Default
0.0024298306221525474,0,No Default
0.007867045815340756,0,No Default
0.10059521869669628,0,No Default
0.03989506635445381,1,Default
0.012509359169483498,0,No Default
0.021800319478869807,0,No Default
0.0016184216058862519,0,No Default
0.02651958657113134,0,No Default
0.10834497093612151,0,No Default
0.051814689533371136,0,No Default
0.07184592499619763,0,No Default
0.013132495262680975,0,No Default
0.03749270753249125,0,No Default
0.25752022747030134,0,No Default
0.051677387157322,0,No Default
0.15390375879147333,1,Default
0.05175131505868715,0,No Default
0.020271742992278203,0,No Default
0.012841205623470417,0,No Default
0.04255465333558687,0,No Default
0.08492259426454773,0,No Default
0.04351643076256812,0,No Default
0.015458792743332679,0,No Default
0.014724203633480227,0,No Default
0.26851996590914673,0,No Default
0.02276171015613814,0,No Default
0.03045638356674435,0,No Default
0.18788663371983985,1,Default
0.12258987773941789,0,No Default
0.025945745559447436,0,No Default
0.01529995624269354,0,No Default
0.0029821724611453246,0,No Default
0.037939031375958485,0,No Default
0.34929557583794957,0,No Default
0.034473238539375,0,No Default
0.11270739220578538,0,No Default
0.05608363116855866,0,No Default
0.013110620720273896,0,No Default
0.019944718319627776,0,No Default
0.04028516564315718,0,No Default
0.024446605774605914,0,No Default
0.0008301474287716541,0,No Default
0.038058430638674964,0,No Default
0.09005032577177861,0,No Default
0.0964253909375196,0,No Default
0.21876984735984367,0,No Default
0.09719329847746787,0,No Default
0.009351662506328712,0,No Default
0.06574840934789875,0,No Default
0.2037217724915741,0,No Default
0.2710487126057675,0,No Default
0.003234188120089267,0,No Default
0.036500163228026156,0,No Default
0.04514251055489534,0,No Default
0.041695768211241505,0,No Default
0.06909954343046455,0,No Default
0.07613737175630846,0,No Default
0.13078714314893142,0,No Default
0.028701888090220205,0,No Default
0.04259075112978996,0,No Default
0.012983147795780494,0,No Default
0.008523405169471835,0,No Default
0.02066665010941033,0,No Default
0.09663063498884973,0,No Default
0.052462638658610526,0,No Default
0.20254743909125417,0,No Default
0.03449722844645796,0,No Default
0.06111019851786775,0,No Default
0.34687504626076565,0,No Default
0.06461533884380452,0,No Default
0.06853317514788118,1,Default
0.027023083434524846,0,No Default
0.005814028142539962,0,No Default
0.06416075938670313,0,No Default
0.006306505393988395,0,No Default
0.07949978003397074,0,No Default
0.07410292143881038,1,Default
0.04146971744726512,0,No Default
0.025463126554646203,0,No Default
0.033504649737141415,0,No Default
0.01901259916756502,0,No Default
0.08448166285007473,0,No Default
0.04208276906429692,0,No Default
0.1660620452241717,0,No Default
0.012077024359932605,0,No Default
0.14736471560177292,0,No Default
0.028449729980356015,0,No Default
0.020477127479374916,0,No Default
0.003662148497245724,0,No Default
0.022342979547480848,0,No Default
0.19630774997374004,0,No Default
0.11853476586525509,0,No Default
0.008850327439729149,0,No Default
0.04488298065140722,0,No Default
0.02257476665845101,0,No Default
0.08500299270382507,0,No Default
0.017182055997598426,0,No Default
0.008933102829011113,0,No Default
0.10012908792344478,0,No Default
0.009186416893980889,0,No Default
0.3284494054665231,1,Default
0.03670345187902253,0,No Default
0.0017072497529997668,0,No Default
0.014841275744377193,0,No Default
0.1993909024798362,0,No Default
0.004740190802695418,0,No Default
0.02318956408535387,0,No Default
0.14853278702773526,0,No Default
0.02679497900995392,0,No Default
0.019968172715325562,0,No Default
0.06295562588212479,0,No Default
0.0013493749048371655,0,No Default
0.013116102190811801,0,No Default
0.04883055821645782,0,No Default
0.035275752929046875,0,No Default
0.2554963229822244,0,No Default
0.07226769104663204,1,Default
0.09508268740657362,0,No Default
0.024745808194594574,0,No Default
0.2321950831401553,0,No Default
0.046742435231794936,0,No Default
0.0055457690169993515,0,No Default
0.0013733884843638046,0,No Default
0.22234373118086365,0,No Default
0.051070804000100244,0,No Default
0.008757864825499711,0,No Default
0.052063726754329805,0,No Default
0.25129649719791175,0,No Default
0.02974204605312387,0,No Default
0.01959833132540253,0,No Default
0.17635421570814291,1,Default
0.013588430057820376,0,No Default
0.2275739941550601,0,No Default
0.035920325197249026,0,No Default
0.046513005984069475,0,No Default
0.0025518224691950236,0,No Default
0.06918361351947076,0,No Default
0.012710403407605219,0,No Default
0.12089736691377657,0,No Default
0.18714572545122038,1,Default
0.08210803848668215,0,No Default
0.02562698528690433,0,No Default
0.11568046900858248,0,No Default
0.06726962515804603,0,No Default
0.15604525039260234,0,No Default
0.039381583670518326,0,No Default
0.008678675249036868,0,No Default
0.19530686470147612,1,Default
0.04028461229875573,0,No Default
0.012308952666859722,0,No Default
0.009388739937091455,0,No Default
0.001307031724846231,0,No Default
0.005453419576239294,0,No Default
0.2672441270447248,0,No Default
0.1296981139073774,1,Default
0.021186949022459274,0,No Default
0.0034256746155101915,0,No Default
0.16515310828282698,1,Default
0.03871607495260107,0,No Default
0.10072818197851761,0,No Default
0.03841746339249068,0,No Default
0.3174694623232267,0,No Default
0.09947048715257459,0,No Default
0.012707656884587705,0,No Default
0.022107137466634546,0,No Default
0.019003683751923055,0,No Default
0.15329514314671921,0,No Default
0.012575298200753697,0,No Default
0.005002106965360696,0,No Default
0.002054643865747524,0,No Default
0.01731263491445829,0,No Default
0.26973117510631883,1,Default
0.04046806098064201,1,Default
0.20702708312214513,0,No Default
0.00955787893053305,0,No Default
0.0956862429217006,1,Default
0.03436730254265883,0,No Default
0.005882847644385148,0,No Default
0.035009727966427616,0,No Default
0.03814297213669547,0,No Default
0.022916148170411276,0,No Default
0.1316023475469229,0,No Default
0.03948263061113482,0,No Default
0.0015845074962232309,0,No Default
0.0015377340306906623,0,No Default
0.06664452662616327,0,No Default
0.10168548535591626,0,No Default
0.09023802596052168,0,No Default
0.015199181557391552,0,No Default
0.028668235745045595,0,No Default
0.00861396485130886,0,No Default
0.000266337563308806,0,No Default
0.00993384978924041,0,No Default
0.0642422182949378,0,No Default
0.00239766245443657,0,No Default
0.3350891319425685,0,No Default
0.003526838333616188,0,No Default
0.01804333419966603,0,No Default
0.025780420249295836,0,No Default
0.02578587585691507,0,No Default
0.03366747089104575,0,No Default
0.10286437706552146,0,No Default
0.1862832278474208,0,No Default
0.01630433644653065,0,No Default
0.06070664473189416,1,Default
0.0700085358532952,0,No Default
0.06369584017156985,1,Default
0.047275733904847184,0,No Default
0.017856006940319514,0,No Default
0.058286753871437266,0,No Default
0.033866141414363005,0,No Default
0.013038441006645047,0,No Default
0.006111120456311531,0,No Default
0.012335525051481023,0,No Default
0.008754887516614759,0,No Default
0.06391140275941733,1,Default
0.010482727060428892,0,No Default
0.014375792664354571,0,No Default
0.022580219269680207,0,No Default
0.3108609462711439,0,No Default
0.15973562915551465,0,No Default
0.07333090697729013,0,No Default
0.1626084405406291,0,No Default
0.03545740395180767,0,No Default
0.11063112880563504,0,No Default
0.09538033290064628,0,No Default
0.03333503067730527,0,No Default
0.028312495450618747,0,No Default
0.3569335427119945,0,No Default
0.10050439327051071,0,No Default
0.01846201592095436,0,No Default
0.186449774601807,0,No Default
0.0096373994311517,0,No Default
0.012487527098031876,0,No Default
0.021625841425289515,0,No Default
0.03073265573000162,0,No Default
0.01927026101173785,0,No Default
0.01138644307250198,0,No Default
0.06880636860527448,0,No Default
0.033253630978868985,0,No Default
0.11930195061248258,0,No Default
0.0435254927280009,0,No Default
0.01193568003211263,0,No Default
0.23170521905243668,1,Default
0.013640282760872553,0,No Default
0.12450455308272747,0,No Default
0.023994504502465448,0,No Default
0.026279352535802672,0,No Default
0.017403706456869988,0,No Default
0.017914078970754525,0,No Default
0.07211147399727397,0,No Default
0.0869889094319401,0,No Default
0.2062221876928559,0,No Default
0.5319452083853214,1,Default
0.0044321021447761505,0,No Default
0.10833031027457635,0,No Default
0.0515219400418474,1,Default
0.014338312191457652,0,No Default
0.34610769311473233,1,Default
0.031895046315533054,0,No Default
0.003081940625457179,0,No Default
0.011330905225958773,0,No Default
0.06293398196816903,0,No Default
0.03457638643239962,0,No Default
0.042007543289203,0,No Default
0.04889892431892532,0,No Default
0.038891196032098486,0,No Default
0.09157636947177306,0,No Default
0.054934460156501774,0,No Default
0.062467201926311625,0,No Default
0.006918429778583654,0,No Default
0.11311516861942102,1,Default
0.025314880917057515,0,No Default
0.008257747855402526,0,No Default
0.1498619916157032,1,Default
0.017354279404949415,0,No Default
0.0067264613295271525,0,No Default
0.0426967076660768,0,No Default
0.05829544286194963,0,No Default
0.005307487937877342,0,No Default
0.03757879576265645,0,No Default
0.17488656020553284,0,No Default
0.3055029505014869,0,No Default
0.0418248096881413,0,No Default
0.04265482072221933,0,No Default
0.02561121641460619,0,No Default
0.017384325797691,0,No Default
0.007739355000971094,0,No Default
0.02988597042258213,0,No Default
0.0017280445695129988,0,No Default
0.03280203205813818,0,No Default
0.04342777659706817,0,No Default
0.07596488194162204,0,No Default
0.05559880682280992,0,No Default
0.14969336113772863,1,Default
0.07274972319903489,0,No Default
0.04879537420470616,0,No Default
0.06855175734527762,0,No Default
0.06443667480425144,0,No Default
0.023446629911354457,0,No Default
0.033330533591386734,0,No Default
0.2460999657989794,1,Default
0.02831099335361427,0,No Default
0.024947848784394152,0,No Default
0.024109895897872418,0,No Default
0.1888222301667221,1,Default
0.020844690956871064,0,No Default
0.04594154202698937,0,No Default
0.0036425837684733826,0,No Default
0.07917936824032447,1,Default
0.00848327008321355,0,No Default
0.024217980405935237,0,No Default
0.005775046457190708,0,No Default
0.2541560037929379,0,No Default
0.024871206297176617,0,No Default
0.034353070607837016,0,No Default
0.11621578754223601,1,Default
0.013709077058033519,0,No Default
0.1120366576819342,0,No Default
0.025802077690823415,0,No Default
0.04678252221066959,0,No Default
0.044273766085914115,0,No Default
0.042959295480064046,0,No Default
0.035133668861499545,0,No Default
0.03427465560670146,0,No Default
0.050700122607550774,0,No Default
0.20559556967308,0,No Default
0.10053989838213914,0,No Default
0.02019145805529485,0,No Default
0.019001037102007224,0,No Default
0.1299703516639563,1,Default
0.07436543608554357,0,No Default
0.1309625979026291,0,No Default
0.06601138742635164,0,No Default
0.012926506415330443,0,No Default
0.08774678592400632,0,No Default
0.0009153163932019128,0,No Default
0.2985742486125397,0,No Default
0.049828786305009976,0,No Default
0.03159899522503882,0,No Default
0.05209321831171011,0,No Default
0.07654588681840607,0,No Default
0.049633058964992656,0,No Default
0.007349487363004231,0,No Default
0.07919904385392586,0,No Default
0.07322729009978146,0,No Default
0.013942292798622568,0,No Default
0.049316480544004046,0,No Default
0.05284828632423888,0,No Default
0.03892172963946669,0,No Default
0.03546224387959087,0,No Default
0.0422162890768505,0,No Default
0.07338178094358677,0,No Default
0.027145373069410443,0,No Default
0.055624388391163036,0,No Default
0.032350846135689566,1,Default
0.14531183490666683,0,No Default
0.12330965664676014,0,No Default
0.0942676556531243,0,No Default
0.026892459646255036,0,No Default
0.03911010876736006,0,No Default
0.019183388850968344,0,No Default
0.23477538007407175,0,No Default
0.05236290833586884,0,No Default
0.010387985950948109,0,No Default
0.07086102633272252,0,No Default
0.07371074302297813,0,No Default
0.017308776544540123,0,No Default
0.2249472012148559,0,No Default
0.04879725134753609,0,No Default
0.09722527957725781,0,No Default
0.1187689615126428,1,Default
0.034389035900775126,0,No Default
0.02041183902916117,0,No Default
0.25925677324114643,1,Default
0.15180953336999004,1,Default
0.630492185458204,1,Default
0.09695011704512173,0,No Default
0.023501117770511254,0,No Default
0.060417575019002405,0,No Default
0.004450380752991001,0,No Default
0.010414087213516377,0,No Default
0.014888893911478579,0,No Default
0.03300259788715041,0,No Default
0.0055103043456861305,0,No Default
0.017556915326991315,0,No Default
0.01061988234601807,0,No Default
0.01889022328439019,0,No Default
0.12692546007193503,0,No Default
0.0596066750014741,0,No Default
0.019945222272158433,0,No Default
0.00795899948069011,0,No Default
0.005481049599993462,0,No Default
0.018556020015157715,0,No Default
0.0375942967103202,0,No Default
0.0021696794993097727,0,No Default
0.022156869896659874,0,No Default
0.05860944146939263,0,No Default
0.08422890255333303,0,No Default
0.0997343393210799,0,No Default
0.042061876968684846,0,No Default
0.19484263486055783,0,No Default
0.0070598815267012205,0,No Default
0.006363010002882603,0,No Default
0.020346943149844636,0,No Default
0.01569224634404552,0,No Default
0.004723119225137417,0,No Default
0.013318066238354357,0,No Default
0.016577359436683786,0,No Default
0.22143834252175704,0,No Default
0.009693426022153773,0,No Default
0.019573880942424113,0,No Default
0.030596022347909292,0,No Default
0.20689148911745314,1,Default
0.013976825546134709,0,No Default
0.02538947335797675,0,No Default
0.1113088723578671,1,Default
0.03859067381641911,0,No Default
0.02563018073806454,0,No Default
0.028353503056704428,0,No Default
0.04945937863124762,0,No Default
0.5711013263268445,1,Default
0.04121874700848095,0,No Default
0.026377609532481538,0,No Default
0.008650602832244248,0,No Default
0.04257773217232465,0,No Default
0.081099275672051,0,No Default
0.028793916731559146,0,No Default
0.015054497131286109,0,No Default
0.05282344884240232,0,No Default
0.035899087778908614,0,No Default
0.03646400898091708,0,No Default
0.10174095052743322,0,No Default
0.006441734789718304,0,No Default
0.02136128707651295,0,No Default
0.0041729905700888656,0,No Default
0.03347088853065581,0,No Default
0.1600866221084786,1,Default
0.04473266115550312,0,No Default
0.018994239674731146,0,No Default
0.005644521636956364,0,No Default
0.06115802230913173,1,Default
0.2178809690133117,0,No Default
0.03490549335664636,0,No Default
0.017266412434123923,0,No Default
0.3596350381195367,0,No Default
0.05653637125263965,0,No Default
0.034728866683814245,0,No Default
0.05882523867820834,0,No Default
0.0016311984678055956,0,No Default
0.1943208418538553,0,No Default
0.012908847022782815,0,No Default
0.012643454834939418,0,No Default
0.009553049814517078,0,No Default
0.014345587541608503,0,No Default
0.055692091752612485,0,No Default
0.07750124071368057,0,No Default
0.06515553395477044,0,No Default
0.5508853275113638,0,No Default
0.03933184437441355,0,No Default
0.09708474153487111,0,No Default
0.5786636290861805,0,No Default
0.0020911241086671428,0,No Default
0.018600588947265875,0,No Default
0.010541461277492267,0,No Default
0.10201242093027181,0,No Default
0.31261198620155495,1,Default
0.2842599731248283,1,Default
0.008277275363761789,0,No Default
0.013470687669484553,0,No Default
0.10711846937284909,0,No Default
0.010608883787564319,0,No Default
0.14989074411107006,0,No Default
0.017750191149240462,0,No Default
0.02037544334974931,0,No Default
0.04760889250923321,0,No Default
0.13887512421995934,0,No Default
0.3190544422775321,0,No Default
0.008356846806451941,0,No Default
0.17858008208689796,0,No Default
0.06137972363184102,1,Default
0.04586708720306281,0,No Default
0.05731167311986882,0,No Default
0.006271580408832101,0,No Default
0.061933989100110144,0,No Default
0.12660130850361126,0,No Default
0.007130009745906784,0,No Default
0.01100270194315799,0,No Default
0.09926106290575297,0,No Default
0.04074086870020505,1,Default
0.0567649451421188,0,No Default
0.012199880726128159,0,No Default
0.06531195525845486,0,No Default
0.09002246727239857,1,Default
0.03291566250309009,0,No Default
0.05257105319979001,0,No Default
0.019679255268913794,0,No Default
0.05029274541898578,0,No Default
0.05056139375794148,0,No Default
0.03188226894252562,0,No Default
0.4772783484493482,0,No Default
0.0035681313959620674,0,No Default
0.08510803401404916,0,No Default
0.006080436405700321,0,No Default
0.11453112101212479,0,No Default
0.08003968438743789,0,No Default
0.08745391872889796,0,No Default
0.02038650852395051,0,No Default
0.019865584985060913,0,No Default
0.06680952786187776,0,No Default
0.024391261327610794,0,No Default
0.05581443498100771,0,No Default
0.0068228501104538024,0,No Default
0.005006463409712647,0,No Default
0.005726186237370912,0,No Default
0.03767055052198174,0,No Default
0.03882942439206812,0,No Default
0.011429337867632255,0,No Default
0.026175027380635596,0,No Default
0.06160446130898853,0,No Default
0.002744652937016573,0,No Default
0.01692196864510363,0,No Default
0.012445923238592123,0,No Default
0.032825660792409235,0,No Default
0.011384284513751395,0,No Default
0.04644890419032016,0,No Default
0.03231657698484275,0,No Default
0.013949944020919466,0,No Default
0.02592083222251016,0,No Default
0.002573579605758492,0,No Default
0.03713337056932755,1,Default
0.01254510134123118,0,No Default
0.035562776525995744,0,No Default
0.027607605710840453,0,No Default
0.15534141301106025,0,No Default
0.1571167488457776,0,No Default
0.013586698696600579,0,No Default
0.04813835647937014,0,No Default
0.03058294689650694,0,No Default
0.02902121112911549,0,No Default
0.13482384135652034,0,No Default
0.010157785916730852,0,No Default
0.0011910400328487224,0,No Default
0.006610480521282909,0,No Default
0.03285824388392882,0,No Default
0.006121380612518728,0,No Default
0.14136502073095464,1,Default
0.0701940884708593,0,No Default
0.09185998820036727,1,Default
0.04086683806620859,0,No Default
0.12872581423073048,1,Default
0.06924052006706456,0,No Default
0.0850212541101986,0,No Default
0.058821249235515634,0,No Default
0.008018316347672054,0,No Default
0.013804457586997408,0,No Default
0.030581595230577994,0,No Default
0.03943529715646185,0,No Default
0.03313497393538502,0,No Default
0.0500591881661457,0,No Default
0.010473162198430362,0,No Default
0.0036485740408874713,0,No Default
0.043145322422088545,0,No Default
0.008088553640686611,0,No Default
0.1157010690946976,0,No Default
0.17859173748403018,1,Default
0.033140195354795995,0,No Default
0.47486891106787804,0,No Default
0.005630314310745355,0,No Default
0.011713763032264471,0,No Default
0.08012290591486762,0,No Default
0.1911790538335321,0,No Default
0.0072499467800765435,0,No Default
0.003549970660005148,0,No Default
0.11878339192584203,0,No Default
0.07128721119880717,0,No Default
0.04401305890778614,0,No Default
0.041693688659291,0,No Default
0.018441696618815374,0,No Default
0.04027344841305049,1,Default
0.08665681119740345,0,No Default
0.07349378609579978,0,No Default
0.3239379930321023,0,No Default
0.2418188717442269,0,No Default
0.012862702228139575,0,No Default
0.21987545671189063,1,Default
0.02606613247396001,0,No Default
0.023255536539692687,0,No Default
0.03349987312097341,1,Default
0.02152609919808045,1,Default
0.022261713976876735,0,No Default
0.029806847848644093,0,No Default
0.03005767733399158,1,Default
0.02718548366342898,0,No Default
0.08003117126310968,0,No Default
0.024277081105750196,0,No Default
0.026436507308073873,0,No Default
0.00737127601686827,0,No Default
0.15146039817940365,1,Default
0.19744687793248566,0,No Default
0.005514524173643791,0,No Default
0.015424319540002746,0,No Default
